Set	Num	Name	Rarity	Type	House	Traits	Æ	Power	Armor	Abilities	Flavor	Artist	Image	Complete	In Decks
CotA	320	Curosity	R	Action	Untamed		1			Play: Destroy each Scientist creature.	"It started with Schrödinger's cat and just kept going from there." -- Quixo the "Adventurer"	Grigory Serov	https://cdn.discordapp.com/attachments/475148937754312719/475155021034553354/image.jpg	0	4
CotA	321	Fertility Chant	R	Action	Untamed		4			Play: Your opponent gains 2[Æ].		Quentin de Warren	https://www.facebook.com/photo.php?fbid=1651253141652541&set=oa.505644606563646&type=3&theater	0	3
CotA	322	Fogbank	U	Action	Untamed		1			Play: Your opponent cannot use creatures to fight on their next turn.		Andrew Bosley	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	15
CotA	323	Full Moon	C	Action	Untamed		0			Play:  For the remainder of the turn, gain 1[Æ] each time you play a creature.	"Mathematically, a moon orbiting the Crucible is impossible."  "Then what is that?!"	Randall Mackey	https://cdn.discordapp.com/attachments/475148937754312719/477579511597105153/Screen_Shot_2018-08-10_at_1.49.37_PM.png	0	24
CotA	324	Grasping Vines	U	Action	Untamed		1			Play: Return up to 3 artifcats to their owners' hands.		Adam Veltige	https://i.imgur.com/dGTMWJx.jpg	0	10
CotA	325	Key Charge	C	Action	Untamed		0			Play: Lose 1[Æ].  If you do, you may forge a key at current cost.	"You might call it madness, but for all we know madness is a key ingredient." -- Inka the Spider	Gabriel Rubio	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	29
CotA	326	Lifeweb	U	Action	Untamed		1			Play:  If your opponent played 3 or more creatures on their previous turn, steal 2[Æ].		Konstantin Turovec	https://www.facebook.com/photo.php?fbid=310151696224054&set=pcb.512241152570658&type=3&theater&ifg=1	0	15
CotA	327	Lost in the Woods	C	Action	Untamed		1			Play:  Choose 2 friendly creatures and 2 enemy creatures.  Shuffle each chosen creature into its owner's deck.		Andrew Bosley	https://cdn.discordapp.com/attachments/475148937754312719/475155021034553354/image.jpg	0	34
CotA	328	Mimicry	U	Action	Untamed		0			When you play this card, treat it as a copy of an action card in your opponent's discard pile.	It is said that if you travel far enough across the Crucible, you will eventually meet yourself.	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/480493124645421071/mimicry.png	0	12
CotA	329	Nature's Call	U	Action	Untamed		1			Play: Return up to 2 creatuires to their owners' hands.	"Gotta go, gotta go, gotta go."	Gong Studios	https://www.facebook.com/photo.php?fbid=10156258332631293&set=p.10156258332631293&type=3&theater	0	10
CotA	330	Nocturnal Maneuver	C	Action	Untamed		1			Play:  Exhaust up to 3 creatures.	Every world has its fearsome creatures that thrive in the darkness, and the Crucible has them all.	Atha Kanaani	https://cdn.discordapp.com/attachments/475148937754312719/475155021034553354/image.jpg	0	25
CotA	331	Perilous Wild	R	Action	Untamed		1			Play: Destroy each elusive creature.	The Architects took great pains to make the Crucible inhabitable for creatures from worlds across the galaxy.  But they didn't make it safe.	Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/479367834925793280/20180815_151531.jpg	0	6
CotA	332	Regrowth	C	Action	Untamed		1			Play: Return a creature from your discard pile to your hand.	"Deep in the heart of every bear, one can find... another bear." -- Dr. Escotera	Bogdan Tauciuc	https://www.facebook.com/photo.php?fbid=674896339536899&set=oa.505644606563646&type=3&theater	0	36
CotA	333	Save the Pack	C	Action	Untamed		0			Play: Destroy each damaged creature.  Gain 1 chain.		Quentin de Warren	https://cdn.discordapp.com/attachments/475148937754312719/483059439302082561/IMG_20180825_164240983_HDR.jpg	0	35
CotA	334	Scout	R	Action	Untamed		1			Play: For the remainder of the turn, up to 21 friendly creatures gain skirmish.  Then, fight with those creatures one at a time.		Caravan Studio	https://www.facebook.com/photo.php?fbid=10156258332631293&set=p.10156258332631293&type=3&theater	0	5
CotA	335	Stampede	R	Action	Untamed		1			Play: If you used 3 or more creatures this turn, steal 2[Æ].	"Better to run with the herd than be trampled beneath it." -- Eldest Bear	David Auden Nash	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	1
CotA	336	The Common Cold	R	Action	Untamed		1			Play: Deal 1[D] to each creature.  You may destroy all Mars creatures.	"As it turns out, it's a weaker version of the uncommon cold."  -- Dr. Escotera	Quentin de Warren	https://images-cdn.fantasyflightgames.com/filer_public/b2/db/b2db4db5-57a8-4474-9102-56ae08e067f7/kf01_card_common-cold.png	0	3
CotA	337	Troop Call	U	Action	Untamed		1			Play: Return each friendly Niffle creature from your discard pile and from play to your hand.		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	10
CotA	338	Vigor	C	Action	Untamed		1			Play: Heal up to 3 damage from a creature. If you healed 3 damage, gain 1[Æ].		Lorena Lammer	https://cdn.discordapp.com/attachments/475148937754312719/480822623819792406/IMG_0326.JPG	0	25
CotA	339	Word of Returning	R	Action	Untamed		1			Play: Deal 1[D] to each enemy creature for each [Æ] on it. Return all [Æ] on those creatures to your pool.		Maria Poliakova	https://drive.google.com/file/d/1GfcaK6uCwyGOzIC3k2g3oVAwxJ_d2sM7/view?usp=drivesdk	0	4
CotA	340	Bear Flute	R	Artifact	Untamed	Item	0			Action: Fully heal an Acient Bear.  If there are no Acient Bears in play, search your deck and discard pile and put each Acient Bear from them into your hand.  If you do, shuffle you discard pile into your deck.		Atha Kanaani	https://cdn.discordapp.com/attachments/475148937754312719/477738756959371264/unknown.png	0	3
CotA	341	Nepenthe Seed	U	Artifact	Untamed	Item	0			Omni: Sacrifice Nepenthe Seed.  Return a card from your discard pile to your hand.		Gabriel Rubio	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	8
CotA	342	Ritual of Balance	U	Artifact	Untamed	Power	0			Action: If your opponent has 6[Æ] or more, steal 1[Æ].	Is balance a means to an end, or an end in itself?	Quentin de Warren	https://cdn.discordapp.com/attachments/475148937754312719/476882726914621450/Screen_Shot_2018-08-08_at_18.43.23_.png	0	6
CotA	343	Ritual of the Hunt	R	Artifact	Untamed	Power	1			Omni: Sacrifice Ritual of the Hunt. For the remainder of the turn, you may use friendly Untamed creatures.		Caravan Studio	https://www.facebook.com/photo.php?fbid=318711632034727&set=pcb.522309681563805&type=3&theater	0	5
CotA	344	World Tree	R	Artifact	Untamed	Location	0			Action: Return a creature from your discard pile to the top of your deck.		Andrew Bosley	https://www.facebook.com/photo.php?fbid=285308328748752&set=p.285308328748752&type=3&theater	0	1
CotA	345	Ancient Bear	C	Creature	Untamed	Beast	0	5	~	Assault 2. (Before this creature attacks, deal 2[D] to the attacked enemy.)	"And when I say 'bear,' I mean it in the loosest of terms." -- Quixo the "Adventurer"	Timur Shevtsov	https://cdn.discordapp.com/attachments/475148937754312719/477738756959371264/unknown.png	0	31
CotA	346	Bigtwig	U	Creature	Untamed	Beast	0	7	~	Bigtwig can only fight stunned creatures. Reap: Stun and exaust a creature.		Adam Veltige	https://cdn.discordapp.com/attachments/475148937754312719/483056602988019739/IMG_20180825_163358820_HDR.jpg	0	10
CotA	347	Witch of the Wilds	R	Creature	Untamed	Beast * Witch	0	4	~	During each turn in which Untamed is not your active house, you may play one untamed card.		Maerel Hibadita	https://cdn.discordapp.com/attachments/475148937754312719/476819279241674763/Screen_Shot_2018-08-08_at_11.29.16_AM.png	0	5
CotA	348	Briar Grubbling	R	Creature	Untamed	Beast * Insect	0	1	~	Hazardous 5. (Before this creature attacks, deal 5[D] to the attacking enemy.)	Nature says "do not touch" in so many creative ways.	David Auden Nash	https://www.facebook.com/photo.php?fbid=318711628701394&set=pcb.522309681563805&type=3&theater	0	7
CotA	349	Chota Hazri	U	Creature	Untamed	Human * Witch	0	3	~	Play: Lose 1[Æ].  If you do, you may forge a key at current cost.	"Plenty of machines in the wild.  Some of 'em's even alive."	Rodrigo Camilo	https://www.facebook.com/photo.php?fbid=310151626224061&set=pcb.512241152570658&type=3&theater&ifg=1	0	12
CotA	350	Dew Faerie	C	Creature	Untamed	Faerie	0	2	~	Elusive.  (The first time this creature is attacked each turn, no damage is dealt.) Reap: Gain 1[Æ].		Regis Torres	https://cdn.discordapp.com/attachments/475148937754312719/475155021034553354/image.jpg	0	24
CotA	351	Dust Pixie	C	Creature	Untamed	Faerie	2	1	~		The faeries are said to be created by the Architects to tend to the plants and animals of the Crucible.  In the eons since their creation, some have become... quirky.	Atha Kanaani	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	20
CotA	352	Flaxia	U	Creature	Untamed	Faerie	0	4	~	Play: Gain 2[Æ] if you control more creatures than your opponent.		Albert Bruun	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	16
CotA	353	Fuzzy Gruen	R	Creature	Untamed	Beast	2	5	~	Play: Your opponent gains 1[Æ].		Adam Veltige	https://cdn.discordapp.com/attachments/475148937754312719/477579538092523549/Screen_Shot_2018-08-10_at_1.49.28_PM.png	0	6
CotA	354	Giant Sloth	R	Creature	Untamed	Beast	0	6	~	You cannot use this card unless you have discarded an Untamed card from your hand this turn. Action: Gain 3[Æ].			https://www.facebook.com/photo.php?fbid=318715515367672&set=pcb.522309681563805&type=3&theater	0.1	3
CotA	355	Halacor	U	Creature	Untamed	Beast	0	4	~	Each friendly flank creature gains skirmish.  (When you use a creature with skirmish to fight, it is dealt no damage in return.)	"Forget the others, have you seen the teeth on that one?"	Timur Shevtsov	https://cdn.discordapp.com/attachments/475148937754312719/477738724487069696/unknown.png	0	18
CotA	356	Inka the Spider	R	Creature	Untamed	Beast	0	1	~	Poison.  (Any damage dealt by this creature's power during a fight destroys the damaged creature.) Play/Reap: Stun a creature.	"Let me weave you a tale."	Melvin Chan	https://cdn.discordapp.com/attachments/475148937754312719/475154975857836042/image.jpg	0	3
CotA	357	Kindrith Longshot	R	Creature	Untamed	Human * Ranger	0	3	~	Elusive, Skirmish. Reap: Deal 2[D] to a creature		Josh Corpuz	https://cdn.discordapp.com/attachments/475148937754312719/488777187911270400/DSC_0079.jpg	0	2
CotA	358	Snufflegator	C	Creature	Untamed	Beast	0	4	~	Skirmish.  (When you use this creature to fight, it is dealt no damage in return.)	"Well, it's a snufflegator, ain't it?"	Caravan Studio	https://www.facebook.com/photo.php?fbid=674897429536790&set=oa.505644606563646&type=3&theater	0	37
CotA	359	Lupo the Scarred	R	Creature	Untamed	Beast	0	6	~	Skirmish.  (When you use this creature to fight, it is dealt no damage in return.) Play:  Deal 2[D] to an enemy creature.	"Nothing that big should be able to move that silently." -- Lost Lucas Lawrence	Quentin de Warren	https://www.facebook.com/photo.php?fbid=310151626224061&set=pcb.512241152570658&type=3&theater&ifg=1	0	6
CotA	360	Mighty Tiger	R	Creature	Untamed	Beast	0	4	~	Play: Deal 4[D] to an enemy creature.		Adam Veltige	https://cdn.discordapp.com/attachments/475148937754312719/475154975857836042/image.jpg	0	4
CotA	361	Murmook	C	Creature	Untamed	Beast	0	3	~	Your opponent's keys cost +1[Æ].	"Look out for the pincers and don't make it crabby." -- Dr. Escotera	David Kegg	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	26
CotA	362	Mushroom Man	U	Creature	Untamed	Fungus * Human	0	2	~	Mushroom Man gets +3 power for each unforged key you have.	"He's a real fun guy if you get to know him." -- Eldest Bear	Brolkin	https://cdn.discordapp.com/attachments/475148937754312719/475154975857836042/image.jpg	0	10
CotA	363	Niffle Ape	C	Creature	Untamed	Beast * Niffle	0	3	~	While Niffle Ape is attacking, ignore taunt and elusive.	"Did it just say Niffle?" -- Captain Val Jericho	Bogdan Tauciuc	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	41
CotA	364	Niffle Queen	U	Creature	Untamed	Beast * Niffle	0	6	~	Each other friendly Beast creature gets +1 power. Each other friendly Niffle creature gets +1 power.		Caio Monteiro	https://www.facebook.com/photo.php?fbid=1651253254985863&set=oa.505644606563646&type=3&theater	0	5
CotA	365	Piranha Monkeys	R	Creature	Untamed	Beast	0	2	~	Play/Reap: Deal 2[D] to each other creature.	The can skeletonize a snufflegator in two minutes flat.	Bogdan Tauciuc	https://cdn.discordapp.com/attachments/474540817411997697/477618148393091073/IMG_20180810_182346.jpg	0	4
CotA	366	Teliga	R	Creature	Untamed	Human * Witch	0	3	~	Each time your opponent plays a creature, gain 1[Æ].	"Don't try to change the Crucible to suit your needs.  Let it change you."	Mads Ahm	https://cdn.discordapp.com/attachments/475148937754312719/481594201314689024/Teliga.jpg	0	2
CotA	367	Hunting Witch	C	Creature	Untamed	Human * Witch	0	2	~	Each time you play another creature, gain 1[Æ].	"What is it?  Is it food?"	David Auden Nash	https://www.facebook.com/photo.php?fbid=1651196604991528&set=oa.505644606563646&type=3&theater	0	30
CotA	368	Witch of the Eye	C	Creature	Untamed	Human * Witch	0	3	~	Reap: Return a card from your discard pile to your hand.	"Waste not, want not."	Maria Poliakova	https://www.facebook.com/photo.php?fbid=1651260854985103&set=oa.505644606563646&type=3&theater	0	38
CotA	369	Way of the Bear	U	Upgrade	Untamed		1			This creature gains assault 2. (Before this creature attacks, deal 2[D] to the attacked enemy.)		Gabriel Rubio	https://cdn.discordapp.com/attachments/475148937754312719/475727172213014539/IMG_20180805_103930-01.jpg	0	12
CotA	370	Way of the Wolf	U	Upgrade	Untamed		1			This creature gains skirmish.  (When you use this creature to fight, it is dealt no damage in return.)		Konstantin Turovec	https://www.facebook.com/photo.php?fbid=674979522861914&set=oa.505644606563646&type=3&theater	0	13
